"","Раздел","Категория Revit","Семейство","Версия","Описание изменения","Ответственный","Путь"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2х1_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2х1_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_2х2_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_2х2_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_3х2.1.1_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_3х2.1.1_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_3х1_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_3х1_ГОСТ 30674-99 (v7.6.1).rfa"
"25.04.2024","АР","Окна","АСК_Окно_ПВХ_ОП_1х1_ГОСТ 30674-99","7.6.1","- Добавлены отдельная настройка материалов заполнения каждой створки - Добавлены отдельная настройка материалов отлива и подоконника - Обновлено вложенное семейство четвертей","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\ОП\АСК_Окно_ПВХ_ОП_1х1_ГОСТ 30674-99 (v7.6.1).rfa"
"06.05.2024","АР","Генплан","АСК_Машино-место","3.0.1","- Добавлено обозначение габарита автомобиля. В отдельную подкатегорию.","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Прочее\АСК_Машино-место (v3.0.1).rfa"
"16.05.2024","КЖ","Обобщенные модели","АСК_Каркас_Плитный_Вариант 2","1.1.1","- Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Каркасы\АСК_Каркас_Плитный_Вариант 2 (v1.1.1).rfa"
"16.05.2024","КЖ","Обобщенные модели","АСК_Изделие закладное УСТ1 ","4.2.1","- Добавлено включение/отключение продольных стержней - Добавлена возможность изменять привязку стержней по высоте уголка","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Изделия закладные\АСК_Изделие закладное УСТ2 (v4.2.1).rfa"
"16.05.2024","КЖ","Обобщенные модели","АСК_Изделие закладное УСТ2","5.1.1","- Добавлена возможность задавать смещение по высоте уголка отдельно для каждого направления стержней","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Изделия закладные\АСК_Изделие закладное УСТ1 (v5.1.1).rfa"
"17.05.2024","АР","Элементы узла","АСК_Эл. узла_Звукоизоляция","1.0.1","- Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Звукоизоляция (v1.0.1).rfa"
"17.05.2024","АР","Окна","АСК_Окно_ПВХ_БП_2.3х2.2.3Д_ГОСТ 30674-99","6.8.1","- Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\БП\АСК_Окно_ПВХ_БП_2.3х2.2.3Д_ГОСТ 30674-99 (v6.8.1).rfa"
"17.05.2024","АР","Окна","АСК_Окно_ПВХ_БП_3.2х2Д.2.2_ГОСТ 30674-99","6.8.1","- Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\БП\АСК_Окно_ПВХ_БП_3.2х2Д.2.2_ГОСТ 30674-99 (v6.8.1).rfa"
"17.05.2024","АР","Окна","АСК_Окно_ПВХ_БП_2х3Д.2_ГОСТ 30674-99","6.8.1","- Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\БП\АСК_Окно_ПВХ_БП_2х3Д.2_ГОСТ 30674-99 (v6.8.1).rfa"
"17.05.2024","АР","Окна","АСК_Окно_ПВХ_БП_2х2.3Д_ГОСТ 30674-99","6.8.1","- Создано","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Окна\ПВХ\БП\АСК_Окно_ПВХ_БП_2х2.3Д_ГОСТ 30674-99 (v6.8.1).rfa"
"17.05.2024","КЖ","Обобщенные модели","АСК_Каркас_Плитный_Вариант 2","1.1.2","- Добавлена возможность взаимного смещения стержней","Попов Антон Михайлович","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Каркасы\АСК_Каркас_Плитный_Вариант 2 (v1.1.2).rfa"
"20.05.2024","КЖ","Обобщенные модели","АСК_Изделие закладное с анкером Fasty","1.0.3","- Добавлена возможность использования неравнополочного уголка - Добавлен параметр, позволяющий использовать 3 анкера - Добавлена таблица поиска для определения погонной массы - Изменена формула расчета массы","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Изделия закладные\АСК_Изделие закладное с анкером Fasty (v1.0.3).rfa"
"20.05.2024","КЖ","Обобщенные модели","АСК_Изделие закладное с анкером Hilti","1.0.3","- Добавлена возможность использования неравнополочного уголка - Добавлен параметр, позволяющий использовать 3 анкера - Добавлена таблица поиска для определения погонной массы - Изменена формула расчета массы","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Изделия закладные\АСК_Изделие закладное с анкером Hilti (v1.0.3).rfa"
"20.05.2024","КЖ","Обобщенные модели","АСК_Балка площадки_Сборная с закладными_СП.ИЖБ.02","1.2.3","- Обновлено вложенное семейство - Добавлена возможность изменения используемого типоразмера закладной","Красильников Дмитрий Сергеевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\03_КЖ\Лестничные площадки и балки\СП.ИЖБ.02\АСК_Балка площадки_Сборная с закладными_СП.ИЖБ.02 (v1.2.3).rfa"
